sku,name,price,qty,year,capacitate_motor,power,horsepower,engcode,is_in_stock,attribute_set,type,store,att_eby_title,att_eby_subtitle,description,manage_stock,use_config_manage_stock,status,visibility,tax_class_id,thumbnail,small_image,image,media_gallery,att_amz_title,categories,marca_masina,model_auto,motorizare,carcolor
631553,USA FATA STANGA -  MONDEO 3,150,1,2004,1800-2000 cmc,85,115,WF05XXGBB54S84940,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2004, 1998CC, 85KW, 115CP, WF05XXGBB54S84940",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3"," Diesel",
631554,USA FATA DREAPTA -  MONDEO 3,150,1,2004,1800-2000 cmc,85,115,WF05XXGBB54S84940,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2004, 1998CC, 85KW, 115CP, WF05XXGBB54S84940",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3"," Diesel",
631555,USA SPATE DREAPTA -  MONDEO 3,150,1,2004,1800-2000 cmc,85,115,WF05XXGBB54S84940,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2004, 1998CC, 85KW, 115CP, WF05XXGBB54S84940",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3"," Diesel",
631973,USA FATA DREAPTA CADRU -  FORFOUR,600,1,2004,1000-1200 cmc,55,75,WME4540302B053486,1,Bloc Motor,simple,admin,USA FATA DREAPTA CADRU,USA FATA DREAPTA CADRU Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B053486",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORFOUR",Benzina," NEGRU "
631557,USA FATA STANGA -  MONDEO 3,150,1,2001,1800-2000 cmc,85,115,WF04XXGBB41D84637,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2001, 1998CC, 85KW, 115CP, WF04XXGBB41D84637",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631558,USA FATA DREAPTA -  MONDEO 3,150,1,2001,1800-2000 cmc,85,115,WF04XXGBB41D84637,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2001, 1998CC, 85KW, 115CP, WF04XXGBB41D84637",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631559,USA SPATE DREAPTA -  MONDEO 3,150,1,2001,1800-2000 cmc,85,115,WF04XXGBB41D84637,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2001, 1998CC, 85KW, 115CP, WF04XXGBB41D84637",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631560,USA SPATE STANGA -  MONDEO 3,150,1,2001,1800-2000 cmc,85,115,WF04XXGBB41D84637,1,Bloc Motor,simple,admin,USA SPATE STANGA,USA SPATE STANGA Subtitle,"2001, 1998CC, 85KW, 115CP, WF04XXGBB41D84637",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," MONDEO 3","Diesel ",
631974,USA SPATE DREAPTA CADRU -  FORFOUR,500,1,2004,1000-1200 cmc,55,75,WME4540302B053486,1,Bloc Motor,simple,admin,USA SPATE DREAPTA CADRU,USA SPATE DREAPTA CADRU Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B053486",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORFOUR",Benzina," NEGRU "
631562,USA FATA DREAPTA -  FOCUS 2,250,1,2005,1200-1600 cmc,80,109,WF05XXWPD55D39374,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2005, 1560CC, 80KW, 109CP, WF05XXWPD55D39374",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS 2"," Diesel",
631563,USA SPATE DREAPTA -  FOCUS 2,200,1,2005,1200-1600 cmc,80,109,WF05XXWPD55D39374,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2005, 1560CC, 80KW, 109CP, WF05XXWPD55D39374",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS 2"," Diesel",
631564,USA SPATE STANGA -  FOCUS 2,200,1,2005,1200-1600 cmc,80,109,WF05XXWPD55D39374,1,Bloc Motor,simple,admin,USA SPATE STANGA,USA SPATE STANGA Subtitle,"2005, 1560CC, 80KW, 109CP, WF05XXWPD55D39374",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS 2"," Diesel",
631975,USA SPATE STANGA CADRU -  FORFOUR,500,1,2004,1000-1200 cmc,55,75,WME4540302B053486,1,Bloc Motor,simple,admin,USA SPATE STANGA CADRU,USA SPATE STANGA CADRU Subtitle,"2004, 1124CC, 55KW, 75CP, WME4540302B053486",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORFOUR",Benzina," NEGRU "
631171,ARIPA FATA DREAPTA -  6,200,1,2005,1600-1800 cmc,88,120,JMZGG148201195421,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2005, 1798CC, 88KW, 120CP, JMZGG148201195421",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,MAZDA," 6"," Benzina ",
631566,USA FATA DREAPTA -  FOCUS 1,250,1,2004,1600-1800 cmc,85,115,WF0BXXGCDB4A59653,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2004, 1753CC, 85KW, 115CP, WF0BXXGCDB4A59653",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,FORD," FOCUS 1"," Diesel",
631984,USA FATA STANGA CADRU -  FORTWO,150,1,2004,-1000 cmc,,,WME4504322J056180,1,Bloc Motor,simple,admin,USA FATA STANGA CADRU,USA FATA STANGA CADRU Subtitle,"2004, 698CC, -KW, -CP, WME4504322J056180",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO"," Diesel",
631977,USA FATA DREAPTA CADRU -  FORTWO,150,1,2001,-1000 cmc,45,61,WME01MC011H077703,1,Bloc Motor,simple,admin,USA FATA DREAPTA CADRU,USA FATA DREAPTA CADRU Subtitle,"2001, 599CC, 45KW, 61CP, WME01MC011H077703",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO",Benzina,
631175,"ARIPA FATA DREAPTA -  6 ",200,1,2004,1800-2000 cmc,100,136,JMZGY19R201175298,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2004, 1998CC, 100KW, 136CP, JMZGY19R201175298",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,MAZDA," 6 ",Benzina,
631176,"ARIPA FATA STANGA -  6 ",200,1,2004,1800-2000 cmc,100,136,JMZGY19R201175298,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2004, 1998CC, 100KW, 136CP, JMZGY19R201175298",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,MAZDA," 6 ",Benzina,
631569,USA FATA STANGA -  X-TYPE,250,1,2004,2000-2800 cmc,115,156,SAJG52S05YE19720,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2004, 2099CC, 115KW, 156CP, SAJG52S05YE19720",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"JAGUAR "," X-TYPE"," Benzina",
631983,USA FATA DREAPTA CADRU -  FORTWO,150,1,2004,-1000 cmc,,,WME4504322J056180,1,Bloc Motor,simple,admin,USA FATA DREAPTA CADRU,USA FATA DREAPTA CADRU Subtitle,"2004, 698CC, -KW, -CP, WME4504322J056180",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO"," Diesel",
631179,ARIPA FATA DREAPTA - SPRINTER,200,1,2003,2000-2800 cmc,95,129,WDB9036632R547826,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2003, 2148CC, 95KW, 129CP, WDB9036632R547826",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"MERCEDES ",SPRINTER,"  Diesel",
631180,ARIPA FATA STANGA - SPRINTER,200,1,2003,2000-2800 cmc,95,129,WDB9036632R547826,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2003, 2148CC, 95KW, 129CP, WDB9036632R547826",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"MERCEDES ",SPRINTER,"  Diesel",
631571,USA SPATE DREAPTA -  X-TYPE,200,1,2004,2000-2800 cmc,115,156,SAJG52S05YE19720,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2004, 2099CC, 115KW, 156CP, SAJG52S05YE19720",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"JAGUAR "," X-TYPE"," Benzina",
631979,USA FATA DREAPTA CADRU -  FORTWO,150,1,2002,-1000 cmc,,,WME01MC012H045535,1,Bloc Motor,simple,admin,USA FATA DREAPTA CADRU,USA FATA DREAPTA CADRU Subtitle,"2002, 599CC, -KW, -CP, WME01MC012H045535",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO",Benzina,
631985,USA FATA STANGA CADRU -  FORTWO,150,1,1999,-1000 cmc,40,55,TCC01MC01XH007555,1,Bloc Motor,simple,admin,USA FATA STANGA CADRU,USA FATA STANGA CADRU Subtitle,"1999, 599CC, 40KW, 55CP, TCC01MC01XH007555",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO"," Benzina",
631574,USA FATA DREAPTA -  FREELANDER,150,1,1999,1600-1800 cmc,88,120,SALLNABA7XA682705,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"1999, 1796CC, 88KW, 120CP, SALLNABA7XA682705",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER","  Benzina"," VERDE"
631575,USA SPATE DREAPTA -  FREELANDER,100,1,1999,1600-1800 cmc,88,120,SALLNABA7XA682705,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"1999, 1796CC, 88KW, 120CP, SALLNABA7XA682705",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER","  Benzina"," VERDE"
631981,USA FATA DREAPTA CADRU -  FORTWO,150,1,1999,-1000 cmc,40,55,TCC01MC01XH007555,1,Bloc Motor,simple,admin,USA FATA DREAPTA CADRU,USA FATA DREAPTA CADRU Subtitle,"1999, 599CC, 40KW, 55CP, TCC01MC01XH007555",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO"," Benzina",
631187,ARIPA FATA DREAPTA -  VIVARO,200,1,2001,1800-2000 cmc,60,80,WOLF7ABA51V617206,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2001, 1870CC, 60KW, 80CP, WOLF7ABA51V617206",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,OPEL," VIVARO","  Diesel",
631188,ARIPA FATA STANGA -  VIVARO,200,1,2001,1800-2000 cmc,60,80,WOLF7ABA51V617206,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2001, 1870CC, 60KW, 80CP, WOLF7ABA51V617206",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,OPEL," VIVARO","  Diesel",
631577,USA FATA STANGA -  FREELANDER,150,1,2001,1600-1800 cmc,86,117,SALLNAAA71A304848,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2001, 1796CC, 86KW, 117CP, SALLNAAA71A304848",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Benzina "," VERDE"
631578,USA FATA DREAPTA -  FREELANDER,150,1,2001,1600-1800 cmc,86,117,SALLNAAA71A304848,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2001, 1796CC, 86KW, 117CP, SALLNAAA71A304848",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Benzina "," VERDE"
631191,ARIPA FATA DREAPTA -  VIVARO,200,1,2004,1800-2000 cmc,60,80,WOLF7ABA54V624260,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2004, 1870CC, 60KW, 80CP, WOLF7ABA54V624260",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,OPEL," VIVARO","  Diesel",
631986,USA FATA STANGA CADRU -  FORTWO,150,1,2002,-1000 cmc,,,WME01MC012H045535,1,Bloc Motor,simple,admin,USA FATA STANGA CADRU,USA FATA STANGA CADRU Subtitle,"2002, 599CC, -KW, -CP, WME01MC012H045535",1,1,1,"Catalog, Search",None,,,,,amz_title,NO CATEGORY,SMART," FORTWO",Benzina,
631992,TURBO - 320,900,1,2001,1800-2000 cmc,100,136,WBAAL72080AK80730,1,Bloc Motor,simple,admin,TURBO,TURBO Subtitle,"2001, 1951CC, 100KW, 136CP, WBAAL72080AK80730",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"BMW ",320,Diesel,
631989,"ARIPA SPATE DREAPTA - NEW BEETLE ",400,1,2000,1800-2000 cmc,85,115,WVWZZZ9CZ1M602196,1,Bloc Motor,simple,admin,ARIPA SPATE DREAPTA,ARIPA SPATE DREAPTA Subtitle,"2000, 1984CC, 85KW, 115CP, WVWZZZ9CZ1M602196",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"VW ","NEW BEETLE ",Benzina,
631195,ARIPA FATA DREAPTA -  307SW,150,1,2004,1800-2000 cmc,66,90,WF33ERHYB82791872,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2004, 1997CC, 66KW, 90CP, WF33ERHYB82791872",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,PEUGEOT," 307SW"," Diesel",
631196,ARIPA FATA STANGA -  307SW,150,1,2004,1800-2000 cmc,66,90,WF33ERHYB82791872,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2004, 1997CC, 66KW, 90CP, WF33ERHYB82791872",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,PEUGEOT," 307SW"," Diesel",
631582,USA FATA DREAPTA - FREELANDER,150,1,2000,1800-2000 cmc,72,98,SALLNABE71A586719,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2000, 1994CC, 72KW, 98CP, SALLNABE71A586719",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"LAND ROVER ",FREELANDER," Benzina ",ARGINTIU
631583,USA SPATE DREAPTA - FREELANDER,100,1,2000,1800-2000 cmc,72,98,SALLNABE71A586719,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2000, 1994CC, 72KW, 98CP, SALLNABE71A586719",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"LAND ROVER ",FREELANDER," Benzina ",ARGINTIU
631584,USA SPATE STANGA - FREELANDER,100,1,2000,1800-2000 cmc,72,98,SALLNABE71A586719,1,Bloc Motor,simple,admin,USA SPATE STANGA,USA SPATE STANGA Subtitle,"2000, 1994CC, 72KW, 98CP, SALLNABE71A586719",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"LAND ROVER ",FREELANDER," Benzina ",ARGINTIU
631585,USA FATA STANGA -  FREELANDER,150,1,2003,1800-2000 cmc,80,109,SALLNANE72A389155,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2003, 1951CC, 80KW, 109CP, SALLNANE72A389155",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER",Diesel," NEGRU "
631990,"ARIPA SPATE STANGA - NEW BEETLE ",400,1,2000,1800-2000 cmc,85,115,WVWZZZ9CZ1M602196,1,Bloc Motor,simple,admin,ARIPA SPATE STANGA,ARIPA SPATE STANGA Subtitle,"2000, 1984CC, 85KW, 115CP, WVWZZZ9CZ1M602196",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"VW ","NEW BEETLE ",Benzina,
631993,"TURBO - X-TYPE ",900,1,2005,1800-2000 cmc,96,130,SAJAH551156E65181,1,Bloc Motor,simple,admin,TURBO,TURBO Subtitle,"2005, 1998CC, 96KW, 130CP, SAJAH551156E65181",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"JAGUAR ","X-TYPE ",Diesel,
631588,USA SPATE STANGA -  FREELANDER,100,1,2003,1800-2000 cmc,80,109,SALLNANE72A389155,1,Bloc Motor,simple,admin,USA SPATE STANGA,USA SPATE STANGA Subtitle,"2003, 1951CC, 80KW, 109CP, SALLNANE72A389155",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER",Diesel," NEGRU "
631589,USA FATA STANGA -  FREELANDER,150,1,2002,1800-2000 cmc,,,SALLNABE12A384814,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2002, 1951CC, -KW, -CP, SALLNABE12A384814",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER",Diesel," - ALBASTRU 644 (58)"
631994,"TURBO -  FOCUS C-MAX ",1350,1,2003,1200-1600 cmc,80,109,WF0MXXGCDM3U04547,1,Bloc Motor,simple,admin,TURBO,TURBO Subtitle,"2003, 1560CC, 80KW, 109CP, WF0MXXGCDM3U04547",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,FORD," FOCUS C-MAX ",Diesel,
631591,USA SPATE DREAPTA -  FREELANDER,100,1,2002,1800-2000 cmc,,,SALLNABE12A384814,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2002, 1951CC, -KW, -CP, SALLNABE12A384814",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER",Diesel," - ALBASTRU 644 (58)"
631592,USA SPATE STANGA -  FREELANDER,100,1,2002,1800-2000 cmc,,,SALLNABE12A384814,1,Bloc Motor,simple,admin,USA SPATE STANGA,USA SPATE STANGA Subtitle,"2002, 1951CC, -KW, -CP, SALLNABE12A384814",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER",Diesel," - ALBASTRU 644 (58)"
631593,"USA FATA STANGA -  FREELANDER ",150,1,2003,1800-2000 cmc,,,SALLNAAE73A267503,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2003, 1951CC, -KW, -CP, SALLNAAE73A267503",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER ",Diesel,"  - ARGINTIU 737 (59)"
631594,"USA FATA DREAPTA -  FREELANDER ",150,1,2003,1800-2000 cmc,,,SALLNAAE73A267503,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2003, 1951CC, -KW, -CP, SALLNAAE73A267503",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER ",Diesel,"  - ARGINTIU 737 (59)"
631995,TURBO -  GALAXY,900,1,2002,1800-2000 cmc,85,115,WF0GXXPSSG2M31707,1,Bloc Motor,simple,admin,TURBO,TURBO Subtitle,"2002, 1896CC, 85KW, 115CP, WF0GXXPSSG2M31707",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,FORD," GALAXY",Diesel,
631211,"ARIPA FATA DREAPTA -  KANGOO ",150,1,2001,1800-2000 cmc,47,64,VF1FC0JAF23241228,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2001, 1870CC, 47KW, 64CP, VF1FC0JAF23241228",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,RENAULT," KANGOO ",Diesel,
631212,"ARIPA FATA STANGA -  KANGOO ",150,1,2001,1800-2000 cmc,47,64,VF1FC0JAF23241228,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2001, 1870CC, 47KW, 64CP, VF1FC0JAF23241228",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,RENAULT," KANGOO ",Diesel,
631215,"ARIPA FATA DREAPTA -  KANGOO ",150,1,2001,1800-2000 cmc,47,64,VF1FCOJBF24595352,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2001, 1870CC, 47KW, 64CP, VF1FCOJBF24595352",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,RENAULT," KANGOO ",Diesel,
631216,"ARIPA FATA STANGA -  KANGOO ",150,1,2001,1800-2000 cmc,47,64,VF1FCOJBF24595352,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2001, 1870CC, 47KW, 64CP, VF1FCOJBF24595352",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,RENAULT," KANGOO ",Diesel,
632003,"RADIATOR APA - ONE ",300,1,2002,1200-1600 cmc,66,90,WMWRA32040TB12894,1,Bloc Motor,simple,admin,RADIATOR APA,RADIATOR APA Subtitle,"2002, 1598CC, 66KW, 90CP, WMWRA32040TB12894",1,1,1,"Catalog, Search",None,,,,,amz_title,ANEXE MOTOR,"MINI ","ONE ",Benzina,
631220,ARIPA FATA STANGA -  TRAFIC II,200,1,2005,1800-2000 cmc,74,101,VF1FLACA65V235713,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2005, 1870CC, 74KW, 101CP, VF1FLACA65V235713",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,RENAULT," TRAFIC II"," Diesel",
631601,USA FATA STANGA -  FREELANDER,150,1,2002,1800-2000 cmc,80,109,SALLNABE73A286457,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"2002, 1951CC, 80KW, 109CP, SALLNABE73A286457",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Diesel"," - ARGINTIU 737 (1)"
631602,USA FATA DREAPTA -  FREELANDER,150,1,2002,1800-2000 cmc,80,109,SALLNABE73A286457,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"2002, 1951CC, 80KW, 109CP, SALLNABE73A286457",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Diesel"," - ARGINTIU 737 (1)"
631223,ARIPA FATA DREAPTA -  75,200,1,2003,1800-2000 cmc,96,131,SARRJZTHC4D314675,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"2003, 1951CC, 96KW, 131CP, SARRJZTHC4D314675",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,ROVER," 75"," Benzina",
631603,USA SPATE DREAPTA -  FREELANDER,100,1,2002,1800-2000 cmc,80,109,SALLNABE73A286457,1,Bloc Motor,simple,admin,USA SPATE DREAPTA,USA SPATE DREAPTA Subtitle,"2002, 1951CC, 80KW, 109CP, SALLNABE73A286457",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Diesel"," - ARGINTIU 737 (1)"
631604,USA SPATE STANGA -  FREELANDER,100,1,2002,1800-2000 cmc,80,109,SALLNABE73A286457,1,Bloc Motor,simple,admin,USA SPATE STANGA,USA SPATE STANGA Subtitle,"2002, 1951CC, 80KW, 109CP, SALLNABE73A286457",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Diesel"," - ARGINTIU 737 (1)"
631224,ARIPA FATA STANGA -  75,200,1,2003,1800-2000 cmc,96,131,SARRJZTHC4D314675,1,Bloc Motor,simple,admin,ARIPA FATA STANGA,ARIPA FATA STANGA Subtitle,"2003, 1951CC, 96KW, 131CP, SARRJZTHC4D314675",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,ROVER," 75"," Benzina",
631605,USA FATA STANGA -  FREELANDER,150,1,1998,1600-1800 cmc,88,120,SALLNAAA8XA654801,1,Bloc Motor,simple,admin,USA FATA STANGA,USA FATA STANGA Subtitle,"1998, 1796CC, 88KW, 120CP, SALLNAAA8XA654801",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Benzina"," - NEGRU 697 (5)"
631606,USA FATA DREAPTA -  FREELANDER,150,1,1998,1600-1800 cmc,88,120,SALLNAAA8XA654801,1,Bloc Motor,simple,admin,USA FATA DREAPTA,USA FATA DREAPTA Subtitle,"1998, 1796CC, 88KW, 120CP, SALLNAAA8XA654801",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,LAND ROVER," FREELANDER"," Benzina"," - NEGRU 697 (5)"
631227,ARIPA FATA DREAPTA -  TOLEDO,170,1,1999,1800-2000 cmc,81,110,VSSZZZ1MZXB029917,1,Bloc Motor,simple,admin,ARIPA FATA DREAPTA,ARIPA FATA DREAPTA Subtitle,"1999, 1896CC, 81KW, 110CP, VSSZZZ1MZXB029917",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,SEAT," TOLEDO",Benzina,
632004,"BARA FATA - ONE ",1000,1,2002,1200-1600 cmc,66,90,WMWRA32040TB12894,1,Bloc Motor,simple,admin,BARA FATA,BARA FATA Subtitle,"2002, 1598CC, 66KW, 90CP, WMWRA32040TB12894",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"MINI ","ONE ",Benzina,
632005,"CAPOTA - ONE ",1800,1,2002,1200-1600 cmc,66,90,WMWRA32040TB12894,1,Bloc Motor,simple,admin,CAPOTA,CAPOTA Subtitle,"2002, 1598CC, 66KW, 90CP, WMWRA32040TB12894",1,1,1,"Catalog, Search",None,,,,,amz_title,ELEMENTE DE CAROSERIE,"MINI ","ONE ",Benzina,
